00000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00003  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00005  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00006  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00007  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00008  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00009  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00011  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00012  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00013  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00015  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00016  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00017  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00018  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00019  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00021  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00022  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00023  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00024  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00025  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00026  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00027  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00028  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00029  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00030  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00031  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00032  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00033  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00034  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00035  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00036  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00037  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00038  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00039  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00040  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00041  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00042  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00043  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00044  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00045  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00046  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00047  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00048  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00049  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00050  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00051  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00052  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00053  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00054  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00055  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00056  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00057  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00058  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00059  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00060  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00061  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00062  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00063  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00064  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00065  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00066  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00067  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00068  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00069  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00070  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00071  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00073  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00074  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00075  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00076  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00077  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00078  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00079  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00081  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00082  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00083  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00085  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
00086  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 
